ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Description,Categories,Language
0373104286,Seduction,Charlotte Lamb,1981,Harlequin,,,
0451521633,The Comedy of Errors,Harry T. Levin,1986,New Amer Library Classics,,,
0883680858,Confession Brings Possession,Don Gossett,1996,Anchor Distributors,,,
0806624442,Finding the Right Words: Offering Care and Comfort When You Don't Know What to Say,Wilfred Bockelman,1990,Augsburg Fortress Publishers,,,
0763603112,Where's Waldo?: In Hollywood (Wheres Waldo),Martin Hanford,1997,Candlewick Press (MA),Have you found Waldo’s special deluxe editions yet? Another classic Waldo adventure has received the deluxe treatment! Prepare to find: A striking new jacketed cover An original collectible poster on the underside of the jacket A spot-the-difference game on the cover A gatefold with checklists on every spread Never-before-seen sections of artwork in each scene New things to search for!,Juvenile Nonfiction,
073571150X,Building Accessible Websites (With CD-ROM),Joe  Clark,2002,New Riders,,,
0688013546,The Tao of Symbols,James N. Powell,1982,Quill,,,
0373251807,Answering Tide (Harlequin Temptation),Regan Forest,1985,Harlequin,,,
0440223512,"Personal Agendas (Babylon 5, Book 8)",Al Sarrantonio,1997,Dell,,,
0393315401,The End of a Primitive (Old School Books),Chester Himes,1997,W. W. Norton &amp; Company,,,
0440910560,Shadowmaker,Joan Lowery Nixon,1995,Bantam Doubleday Dell Publishing Group,,,
068971372X,Pig William (Reading Rainbow),Arlene Dubanevich,1990,Simon &amp; Schuster Merchandise &amp;,,,
0130208876,Terrorism in the Twenty-First Century (2nd Edition),Cynthia Combs,1999,Prentice Hall,,,
3453199081,Der Elektrische MÃ?Â¶nch. Dirk Gently's Holistische Detektei.,Douglas Adams,2001,Heyne,,,
1841190896,Mammoth Book of Seriously Comic Fantasy (Mammoth),Mike Ashley,1999,Constable and Robinson,,,
3423110015,Lyrische Hausapotheke,Erich Kastners,1999,Deutscher Taschenbuch Verlag (DTV),,,
0618127453,Sparks of Genius: The Thirteen Thinking Tools of the World's Most Creative People,Robert S. Root-Bernstein,2001,Mariner Books,"In this bold book, Robert and Michele Root-Bernstein vividly describe how geniuses from Albert Einstein and Richard Feynman to e.e. cummings and Isabel Allende use a common toolbox of mental skills to create new ideas and expressions in every area of the arts and sciences. Illustrations, photos.",Education,en
0140119205,Nice Work,David Lodge,1989,Penguin Putnam~trade,,,
0060172479,Staying Together: The Control Theory Guide to a Lasting Marriage,William Glasser,1995,Harpercollins,,,
0764224409,"A New Dawn over Devon (The Secrets of Heathersleigh Hall, 4)",Michael Phillips,2001,Bethany House Publishers,,,
0425182681,The Keys of Hell,Jack Higgins,2001,Berkley Publishing Group,,,
0688071872,My Friends,Nancy Tafuri,1987,HarperTrophy,,,
044048605X,Tennis Shoes,Noel Streatfeild,1984,Yearling Books,"All the Heath children become interested in tennis and lazy Nicky turns out to be the best player of all, so the family tries to get her to enter a tennis championship.",Tennis,en
8321803059,Autopsja czyli dziennik kryzysu,Jacek Krakowski,1984,Wydawn. Â¡Ã³dzkie,,,
0446527556,What Clients Love: A Field Guide to Growing Your Business,Harry Beckwith,2003,Warner Books,,,
2070368491,Loin de Rueil,Raymond Queneau,1977,Gallimard,,,
0671730525,"CASE OF THE ARTFUL CRIME (NANCY DREW 106) : CASE OF THE ARTFUL CRIME (Nancy Drew Mystery Stories, No 106)",Carolyn Keene,1992,Aladdin,,,
0440065569,Neighbors: A novel,Thomas Berger,1980,Delacorte Press/Seymour Lawrence,,,
0373272022,"Once A Father (Lone Star Country Club) (Silhouette Intimate Moments, No. 1132)",Marie Ferrarella,2002,Silhouette,,,
0553154230,E Brown/Takes Case/ (Encyclopedia Brown (Paperback)),Donald J. Sobol,1982,Yearling Books,,,
0140063927,Three Men on the Bummel,Jerome K. Jerome,1983,Penguin USA,,,
0385316151,Planet of the Blind,Stephen Kuusisto,1998,Bantam Dell Pub Group,,,
0449212122,The Road Unseen,Peter Jenkins,1987,Fawcett Books,,,
0671035770,The Good Earth (Contemporary Classics),Pearl S. Buck,1999,Washington Square Press,,,
0060971665,Ideal Bakery,Donald Hall,1988,Harpercollins,,,
0312041454,Secret Sins,Joann Ross,1990,St Martins Pr,,,
1740591623,Lonely Planet Japan (Lonely Planet Japan),Chris Rowthorne,2003,Lonely Planet Publications,"The electric chaos of Tokyo or the tranquil wilderness of Hokkaido ? Osaka's street culture or Kyoto's shrines and Zen gardens ? From Ginza's bright lights to the 88 Temples of Shikoku, with this guide and a bullet train you can see it all.",Japan,en
059045479X,Gemma and the Baby Chick,Antonia Barber,1993,Scholastic Paperbacks,,,
0913515493,Vanishing Florida: A Personal Guide to Sights Rarely Seen,David T. Warner,2001,River City Publishing,,,
1887368566,Right to Life: And 2 Stories,Jack Ketchum,2002,Gauntlet Press,"One of the most sought-after collectibles from contemporary author Jack Ketcham, this book tells a gruesome, fact-based story of kidnapping, brutality, and revenge.",Short stories,
0571199224,Offseason: A Novel,Naomi Holoch,1997,Farrar Straus &amp; Giroux,,,
0373104561,Summer Fire,Sally Wentworth,1981,Harlequin,,,
0380595192,Fire on the Mountain,Edward Abbey,1982,Harper Mass Market Paperbacks (Mm),,,
3791535560,Heimatlos. ( Ab 12 J.).,Hector Malot,1996,Dressler Verlag,,,de
0312302487,The Character of Rain: A Novel,Amelie Nothomb,2003,St. Martin's Press,,,
0840734328,Are You Having Fun Yet?: How to Bring the Art of Play into Your Recovery,Carmen Renee Berry,1992,Thomas Nelson Inc,,,
3810506338,Hannas TÃ?Â¶chter.,Marianne Fredriksson,1997,"KrÃ?Â¼ger, Frankfurt",,,
0515120669,A Spirited Seduction (Haunting Hearts),Casey Claybourne,1997,Jove Books,,,
0943497671,Becoming Orthodox: A Journey to the Ancient Christian Faith,Peter E. Gillquist,1990,Thomas Nelson Inc,,,
0743437489,The Case of the Creative Crime,Carolyn Keene,2002,Aladdin,,,
0380784319,Protektor,Charles Platt,1996,Harpercollins,,,
843502704X,Principios de La Filosofia del Derecho,Georg Wilhelm Friedri Hegel,2000,Edhasa,,,
0808520903,"The Two Towers (The Lord of the Rings, Part 2)",J. R. R. Tolkien,1999,Sagebrush Bound,,,
0590307223,Ricky Ricotta's Mighty Robot Vs. the Mutant Mosquitoes from Mercury: The Second Robot Adventure Noel (Ricky Ricotta),Dav Pilkey,2000,Scholastic,,,
0441832849,Groa's Other Eye (Twilight of the Gods Book II),Dennis Schmidt,1986,Ace Books,,,
1557850879,The Pirates of Zan,Murray Leinster,1989,Bart Books,,,
0671741772,MY TEACHER IS AN ALIEN (RACK SIZE),Bruce Coville,1990,Aladdin,,,
0809448858,The World We Live in (A Child's First Library of Learning),Time-Life Books,1990,Time-Life Books,,,
0345384741,Macpherson's Lament: An Elizabeth Macpherson Mystery,Sharyn McCrumb,1993,Ballantine Books,Elizabeth MacPherson returns from England just in time to become involved in a case involving stolen Confederate gold.,Fiction,
0785272623,Boys! Shaping Ordinary Boys Into Extraordinary Men,William Beausay,1996,Nelson Books,,,
0671035746,Hawke's Cove,Susan Wilson,2001,Pocket,,,
0140265988,Falling Leaves Brit Edition,Adeline Yen Mah,0,Penguin Putnam~trade,,,
0749933321,Seaswept,Nora Roberts,2002,Judy Piatkus Publishers Ltd,"After years of reckless independence and fast living, Cameron Quinn is called home to help care for his adopted brother Seth, a troubled young boy not unlike Cameron once was. Cameron's life changes overnight, and he has to learn to live with his brothers once again. Old rivalries and new resentments flare between the Quinn boys as they try to set aside their differences for Seth's sake. Only Seth's fate is in the hands of a tough but beautiful social worker. She alone has the power to bring the Quinns together- or tear them apart... Other books in this series are RISING TIDES and INNER HARBOUR. And find out what happens to the now grown-up Seth in CHESAPEAKE BLUE.",Brothers,
0743470095,Little Earthquakes : A Novel,Jennifer Weiner,2004,Atria,,,
0061083860,An Innocent Ruse (Harper Monogram),Mary Morrow,1995,Harper Mass Market Paperbacks (Mm),,,
0749702729,Pig Tale (Picture Mammoth),Helen Oxenbury,1990,Egmont Childrens Books,,,
0471253111,Secrets and Lies : Digital Security in a Networked World,Bruce  Schneier,2000,Wiley,,,
3802512685,"Ein ganz besonderer Saft, Urin.",Carmen Thomas,1997,Vgs Verlagsges.,,,
034543658X,"Mary, Queen of Scots and the Murder of Lord Darnley",Alison Weir,2003,Ballantine Books,,,
0847702499,La Linea Del Sol,Judith Ortiz Cofer,1996,Editorial de la Universidad de Puerto Rico,,,
0312134371,Christina Rossetti: Selected Poems (Bloomsbury Classic Poetry Series),Prelude Pr,1995,St Martins Pr,,,
0451154983,Mastering the Tarot,Eden Gray,1988,Signet Book,,,
0876901666,Will You Be My Friend?,James J. Kavanaugh,1971,Penguin USA,,,
1585420611,"Women Can't Hear What Men Don't Say: Destroying Myths, Creating Love",Warren Farrell Ph.D.,2000,Jeremy P. Tarcher,"In Women Can't Hear What Men Don't Say, Dr. Warren Farrell demonstrates how gender-based anger at home, in the workplace, in omnipresent media images, and throughout the overall culture combines with men's own fear of speaking out to misrepresent the inner and outer reality of men's lives. Looking at the world from the perspectives of both men and women, Dr. Farrell provides a remarkable communication program to assist couples in moving beyond the current tripwire assumptions that lead to so much gender-based conflict, and to allow them to understand and love each other more fully than ever. His methods are the culmination of thirty years of experience with thousands of men and women in workshops, groups, and seminars. They prove that strategies that create love at home can also produce success and respect in the workplace.",Family & Relationships,en
8423974049,Historia de Una Escalera,Antonio Buero Vallejo,1975,Continental Book Co Inc,,,
1561441635,The Night Before Christmas (Fun-to-Read Fairy Tales),Clement Clarke Moore,1992,Modern Publishing,,,
0842300988,Are We Living in the End Times?,Tim Lahaye,1999,Tyndale House Publishers,,,
0312109474,Brotherly Love (Stonewall Inn Mysteries),Randye Lordon,1994,St. Martin's Press,,,
0373638183,"Parallax Red  (Outlanders #5) (Outlanders , No 5)",James Axler,1998,Gold Eagle,,,
0380004070,Aftermath,Ladislas Farago,1975,Avon,,,
0553155881,"Class Trip (Sweet Valley Twins Super Edition, No 1)",Francine Pascal,1988,Sweet Valley,"On the day of the big sixth-grade class trip to the Emerald Forest, Jessica and Elizabeth have a big argument, but when Elizabeth decides it is time to make up, Jessica is nowhere to be found.",Juvenile Fiction,en
0769604285,Springer,Landoll,2001,Landoll,,,
3423203277,Beim nÃ?Â¤chsten Film wird alles anders. Der Movie- Guide fÃ?Â¼r Frauen.,Doris Kuhn,2000,Dtv,,,
1555604072,Wings of Fortune: Pirate's Gold (Crimson Skies),Stephen Kenson,2000,McGraw Hill - NTC,,,
038541627X,"Isaac Asimov: The Complete Stories, Vol. 1",Isaac Asimov,1990,Doubleday Books,,,
0373030665,"Master Of Cashel (Harlequin Romance, No 3066)",Sara Wood,1990,Harlequin,,,
0375420851,Lili : A Novel of Tiananmen,ANNIE WANG,2001,Pantheon,,,
0684824663,LETTERS TO A YOUNG VICTIM : Hope and Healing in America's Inner Cities (Free Press Paperbacks),Armstrong Williams,1996,Scribner Paper Fiction,,,
0373271506,"Warrior'S Bride (Silhouette Intimate Moments, No 1080)",Nina Bruhns,2001,Silhouette,,,
0373166842,"Stealing Samantha (Special Cover Treatment) (Harlequin American Romance, No 684)",Charlotte Maclay,1997,Harlequin,,,
039486056X,"Lovable Furry Old Grover's Resting Places: Featuring Grover, a Jim Henson Sesame Streeet Muppet (Random House Picturebacks)",Jon Stone,1984,Random House Children's Books,,,
0060188626,Daughters of Britannia: The Lives and Times of Diplomatic Wives,Katie Hickman,2001,William Morrow &amp; Company,,,
0809428792,Salads (The Good Cook Series),Time-Life Editors,1980,Time-Life Books,,,
0938294091,The Rampa Story,T. Lobsang Rampa,1992,Inner Light - Global Communications,,,
0139513108,User's Reference Manual/System Administrator's Reference Manual (Commands a-L for Intel Processors : Unix System V Release 4),UNIX System Laboratories,1992,Prentice Hall,,,
0316511684,Little Man: Meyer Lansky and the Gangster Life,Robert Lacey,1991,Little Brown &amp; Co,,,
2253001457,Vipere Au Poing,Herve Bazin,0,Livre De Poche French,,,
0345458850,Into the Night,SUZANNE BROCKMANN,2002,Ballantine Books,,,
0425144062,Witches' Bane,Susan Wittig Albert,1994,Berkley Publishing Group,,,
0670882356,When Character Was King: A Story of Ronald Reagan,Peggy Noonan,2001,Viking Books,,,
0865776962,Speech-Language Pathology Desk Reference,"Ross J., Ph.D. Roeser",1998,Thieme Medical Publishers,,,
0060188618,Throwing the Elephant: Zen and the Art of Managing Up,Stanley Bing,2002,HarperBusiness,,,
0373250673,The Sex Was Great But... (Red Dress Ink),Tyne O'Connell,2004,Red Dress Ink,,,
0380711478,Bones,Joyce Thompson,1992,Harper Mass Market Paperbacks,,,
0449138488,"Nice to See You, Andy Capp!",Reginald Smythe,1981,Ballantine Books,,,
044020562X,One,Richard Bach,1989,Dell,"I gave my life to become the person I am right now. Was it worth it? Would we change if we knew what waits beyond space and time? “With One, the ninth novel from the ever spiritual and imaginative author of Jonathan Livingston Seagull, [Richard] Bach continues his quest for a deeper understanding of human nature. . . . Although the elements of a great science fiction novel are present, the plot is secondary to the novel's theme of humanity's ability to control destiny”—The Boston Herald “If you have ever tried to judge a book by its cover . . . One lives up to this question [in the headline] . . . and more . . . Bach gives the reader much to ponder, so much so in some chapters that the thoughtful may be tempted to read no more than a page at a sitting. Not because it's cumbersome reading, but because the ideas are worth savoring.”—USA Today “One is a provocative book . . . it gives beautiful, hope-filled answers.”—Indianapolis News “Uplifting . . . Each of the inspirational set pieces preaches the same message: of the power of each individual to choose the ways of peace, brotherhood and love, to live with a reverence for nature and at harmony with the universe. Back again displays an inventive imagination and inspirational zeal.”—Publishers Weekly “One presents a number of provocative speculations: What would it be like to meet yourself when you were older or younger? How would your life turn out if you had made different choices, split up with your spouse, been born in a different time and place? . . . With love and hope as their guides and ‘what matters most’ as their destination, the Bachs touch down in different times and places, where they commune with some of their alternative selves.”—The New York Times Book Review “This is a strange and though-provoking fantasy from the man who gave us Jonathan Livingston Seagull and Illusions, one that is imaginative, playful, and, in places, startling in concept.”—The Anniston Star “Instead of soaring and diving through space, passengers on this flight must be prepared to cruise slowly, making several stops to look at their motivation and lifestyles as the Bachs look at their own.”—Detroit Free Press",Fiction,en
060037811X,Country Life Book of the Royal Wedding,Lornie Leete Hodge,0,Hamlyn Publ Group Ltd,,,
0345335805,Garfield Tips the Scales (Garfield (Numbered Paperback)),Jim Davis,1989,Ballantine Books,"He's grouchy, he's mischievous, and he's adored the world over. With Garfield around, laughter is on the plate, and there's always room for more. Taste a spoonfull of these collected comics for your daily dose of Garfield. It's good for what ails you.",Comics & Graphic Novels,
0060589272,Eleven Minutes : A Novel,Paulo Coelho,2004,HarperCollins,,,
0373035926,"One Husband Needed (Hope Valley Brides) (Hope Valley Brides, 3592)",Jeanne Allan,2000,Harlequin,,,
0451148959,Islands in the Sky,Arthur C. Clarke,1987,New Amer Library (Mm),,,
3455103022,Deutschland umsonst. Zu Fuss und ohne Geld durch ein Wohlstandsland.,Michael Holzach,2001,Hoffmann &amp; Campe,,,
